SerialNumber,ProductID,ProductName,PurchaseDate,CustomerID,QuantitySold,SalesPrice,SalesChannel,Region,DiscountApplied,Returns,CustomerReview,CustomerComplaints,SalesReputation,TimeToActivation,ProductAge,MarketingSource,CustomerLoyalty,PaymentMethod,ProductReturnReason,CustomerSupportInteraction,ProductWarrantyDuration
Sn-E33SE8SO,I52U76,Adobe_I52U76_Suite,2023-08-05,C9111,9,113.78,Unknown Vendor,South America,23.06,20,1,10,1,1,50,Word of Mouth,2,Cryptocurrency,Product malfunction,18,6
SN-K7S37WN,Q24ZZI,Adobe_Q24ZZI_Suite,2023-08-16,C9187,5,59.17,Unknown Vendor,Africa,28.25,20,1,17,7,13,247,Social Media,5,Cryptocurrency,Other,17,6
SN-384TN36,7A9NZA,Adobe_7A9NZA_Suite,2023-03-21,C1270,1,127.22,Unknown Vendor,Africa,21.87,11,2,18,2,13,344,Social Media,2,Cryptocurrency,Product malfunction,13,6
SN-LQBLJPBO,Adobe_Prod_728_Version_9,Adobe_Adobe_Prod_728_Version_9_Suite,2023-03-12,C8051,7,274.37,Third-party Retailer,North America,13.78,6,5,3,2,3,623,Direct Search,7,Credit Card,Found cheaper,3,12
SN-Z8LRNNNT,Adobe_Prod_545_Version_7,Adobe_Adobe_Prod_545_Version_7_Suite,2023-05-22,C2084,3,340.45,Authorized Retailer,Africa,13.54,7,5,2,7,5,666,Direct Search,6,Credit Card,Other,1,12
Sn-7R0EKW84,0AHZ2O,Adobe_0AHZ2O_Suite,2023-02-14,C2357,6,79.15,Third-party Retailer,Africa,28.05,17,3,14,2,4,97,Social Media,5,Cryptocurrency,Other,17,6
SN-TE6QUHP,GSFYIF,Adobe_GSFYIF_Suite,2023-12-02,C6980,4,137.88,Unknown Vendor,South America,22.33,11,2,10,8,9,89,Social Media,5,Cryptocurrency,Product malfunction,16,6
SN-APON03L,MA56AY,Adobe_MA56AY_Suite,2023-01-11,C5983,1,58.06,Unknown Vendor,Asia,25.51,20,2,14,7,5,122,Word of Mouth,4,Cryptocurrency,Other,18,6
SN-MSG0BRL,7A396S,Adobe_7A396S_Suite,2023-01-25,C2277,8,129.14,Unknown Vendor,Asia,23.78,15,3,14,7,10,142,Word of Mouth,4,Cryptocurrency,Not as described,17,6
SN-9SS5MXGW,Adobe_Prod_29_Version_5,Adobe_Adobe_Prod_29_Version_5_Suite,2023-04-23,C2641,7,214.2,Authorized Retailer,North America,10.47,1,5,4,8,5,616,Email Marketing,9,PayPal,Other,6,12
SN-M8IYAEB,NT6QSK,Adobe_NT6QSK_Suite,2023-05-22,C2704,1,81.11,Unknown Vendor,Europe,29.01,12,1,11,1,11,135,Word of Mouth,2,Cryptocurrency,Product malfunction,14,6
SN26KRETG2S,975U84,Adobe_975U84_Suite,2023-12-28,C5521,5,114.86,Unknown Vendor,Africa,24.62,16,3,12,7,7,134,Word of Mouth,4,Cryptocurrency,Not as described,11,6
Sn-MUAD8PU5,DQH6C5,Adobe_DQH6C5_Suite,2023-08-03,C5784,1,87.59,Unknown Vendor,Africa,25.17,14,2,13,3,4,259,Social Media,3,Cryptocurrency,Not as described,16,6
SNY91QW6NOJ,64PS05,Adobe_64PS05_Suite,2023-11-16,C4580,8,110.85,Unknown Vendor,North America,24.95,14,3,14,2,6,283,Word of Mouth,1,Cryptocurrency,Other,10,6
SN-JLFE313O,Adobe_Prod_149_Version_6,Adobe_Adobe_Prod_149_Version_6_Suite,2023-03-08,C5475,8,285.56,Direct Sales,Europe,8.48,1,5,3,3,2,537,Email Marketing,9,Credit Card,Other,7,12
SNOGHI042F1,8GG0HM,Adobe_8GG0HM_Suite,2023-04-28,C1529,10,79.82,Unknown Vendor,South America,20.43,18,1,15,2,9,262,Social Media,5,Cryptocurrency,Other,15,6
SN-O84PHXJR,Adobe_Prod_113_Version_2,Adobe_Adobe_Prod_113_Version_2_Suite,2023-04-04,C6572,9,365.51,Authorized Retailer,North America,13.36,6,4,4,3,6,369,Email Marketing,8,PayPal,Other,7,24
SN-EMKCXVY0,Adobe_Prod_932_Version_1,Adobe_Adobe_Prod_932_Version_1_Suite,2023-08-24,C7502,1,384.83,Authorized Retailer,North America,6.11,8,5,1,9,1,498,Email Marketing,9,PayPal,Found cheaper,10,24
SN-LRHC1I56,Adobe_Prod_656_Version_5,Adobe_Adobe_Prod_656_Version_5_Suite,2023-05-05,C7717,2,209.41,Direct Sales,Africa,6.21,3,4,4,2,7,697,Email Marketing,9,PayPal,Found cheaper,8,24
SN-6I2KSOK9,Adobe_Prod_488_Version_4,Adobe_Adobe_Prod_488_Version_4_Suite,2023-06-07,C7488,6,497.86,Authorized Retailer,Africa,5.51,7,5,4,8,7,663,Email Marketing,7,PayPal,Found cheaper,5,12
SNU8R5XE9B9,O6UMAH,Adobe_O6UMAH_Suite,2023-02-22,C3821,6,109.88,Third-party Retailer,North America,24.15,14,1,20,9,4,266,Social Media,2,Cryptocurrency,Other,20,6
SN-RQDC4K18,Adobe_Prod_405_Version_10,Adobe_Adobe_Prod_405_Version_10_Suite,2023-10-14,C5073,4,313.44,Authorized Retailer,Africa,7.89,10,5,5,3,5,612,Direct Search,8,Credit Card,Other,9,12
SN-DYVR4E73,Adobe_Prod_760_Version_10,Adobe_Adobe_Prod_760_Version_10_Suite,2023-05-06,C1502,8,342.87,Authorized Retailer,Asia,10.34,10,5,2,8,4,666,Email Marketing,8,Credit Card,Found cheaper,6,24
SN1VK2MB7KE,0YTXS2,Adobe_0YTXS2_Suite,2023-05-17,C8844,7,101.1,Unknown Vendor,Africa,24.52,19,3,18,1,9,214,Word of Mouth,5,Cryptocurrency,Other,13,6
SN-5KI3HYE,7QAVV0,Adobe_7QAVV0_Suite,2023-01-29,C1815,3,89.36,Third-party Retailer,North America,21.69,15,1,14,8,3,159,Word of Mouth,4,Cryptocurrency,Not as described,14,6
SN-0J8NHV9G,Adobe_Prod_209_Version_5,Adobe_Adobe_Prod_209_Version_5_Suite,2023-03-24,C4060,8,267.18,Direct Sales,Europe,12.24,1,4,4,3,6,715,Email Marketing,6,PayPal,Other,10,12
SN-BJ25KXSO,Adobe_Prod_390_Version_10,Adobe_Adobe_Prod_390_Version_10_Suite,2023-03-04,C5784,2,304.92,Authorized Retailer,Africa,12.08,8,4,2,2,4,598,Direct Search,8,PayPal,Other,3,12
SN-9AK4538Q,Adobe_Prod_554_Version_4,Adobe_Adobe_Prod_554_Version_4_Suite,2023-04-18,C9160,3,367.88,Authorized Retailer,North America,11.51,4,5,2,9,7,672,Email Marketing,9,PayPal,Other,7,12
SN-IRUL0J89,Adobe_Prod_686_Version_9,Adobe_Adobe_Prod_686_Version_9_Suite,2023-02-11,C1868,8,257.37,Authorized Retailer,South America,8.95,8,5,2,3,6,597,Email Marketing,6,Credit Card,Found cheaper,2,12
SNDCAB3ZEE6,A1E8RB,Adobe_A1E8RB_Suite,2023-08-13,C2030,3,109.52,Unknown Vendor,North America,29.19,19,3,13,7,4,248,Word of Mouth,1,Cryptocurrency,Not as described,10,6
SNUMEYUUH0A,QRH0VJ,Adobe_QRH0VJ_Suite,2023-03-22,C2201,7,77.9,Third-party Retailer,Asia,20.51,20,3,17,8,12,336,Social Media,3,Cryptocurrency,Other,19,6
SN-Z703CTU5,Adobe_Prod_938_Version_6,Adobe_Adobe_Prod_938_Version_6_Suite,2023-08-16,C3912,5,386.71,Direct Sales,North America,13.74,7,4,3,9,6,508,Email Marketing,7,PayPal,Found cheaper,9,24
SN-F1TTIARQ,Adobe_Prod_479_Version_2,Adobe_Adobe_Prod_479_Version_2_Suite,2023-04-19,C6680,5,281.03,Authorized Retailer,North America,14.43,6,4,3,3,3,638,Email Marketing,7,Credit Card,Found cheaper,5,24
Sn-EY1NOLFA,2OSIAM,Adobe_2OSIAM_Suite,2023-05-16,C3161,3,84.78,Authorized Retailer,Africa,23.61,12,2,12,7,10,270,Word of Mouth,4,Cryptocurrency,Not as described,15,6
SN-ZAN3UVW1,Adobe_Prod_642_Version_2,Adobe_Adobe_Prod_642_Version_2_Suite,2023-11-10,C9236,5,489.02,Direct Sales,North America,9.09,7,5,5,3,4,659,Direct Search,6,PayPal,Found cheaper,1,12
Sn-MFHUB98K,DMZ3Z5,Adobe_DMZ3Z5_Suite,2023-05-09,C9553,8,132.48,Unknown Vendor,Asia,23.84,12,3,20,8,9,300,Social Media,3,Cryptocurrency,Not as described,10,6
Sn-PO4BWF7I,2A1DSE,Adobe_2A1DSE_Suite,2023-07-20,C4271,10,112.57,Third-party Retailer,Africa,24.75,13,2,15,3,15,72,Social Media,5,Cryptocurrency,Product malfunction,13,6
SN-KMHWSZH0,Adobe_Prod_396_Version_5,Adobe_Adobe_Prod_396_Version_5_Suite,2023-04-08,C5175,10,472.1,Authorized Retailer,Asia,12.98,3,5,2,3,4,605,Direct Search,7,PayPal,Other,7,24
SN-RCG1H74I,Adobe_Prod_506_Version_10,Adobe_Adobe_Prod_506_Version_10_Suite,2023-10-13,C1226,8,295.98,Authorized Retailer,Asia,5.17,10,4,1,3,6,400,Email Marketing,9,PayPal,Found cheaper,10,24
SN-SNIUAV5D,Adobe_Prod_348_Version_4,Adobe_Adobe_Prod_348_Version_4_Suite,2023-11-16,C5450,3,449.17,Unknown Vendor,Europe,10.32,6,4,3,8,4,725,Email Marketing,8,PayPal,Found cheaper,6,24
SN-ZOLXC7Q,OTHUGN,Adobe_OTHUGN_Suite,2023-08-18,C6601,3,118.6,Unknown Vendor,Africa,28.79,13,3,13,7,6,278,Word of Mouth,1,Cryptocurrency,Other,18,6
SN-ET3LHYA,Y2ASWW,Adobe_Y2ASWW_Suite,2023-03-01,C4743,5,117.01,Unknown Vendor,North America,27.64,20,1,18,8,9,213,Word of Mouth,3,Cryptocurrency,Other,15,6
SN-BAHD4JG,036B83,Adobe_036B83_Suite,2023-04-25,C2534,2,131.33,Third-party Retailer,South America,22.39,13,2,10,8,14,325,Word of Mouth,2,Cryptocurrency,Other,12,6
SN-9IJ5HW4K,Adobe_Prod_965_Version_5,Adobe_Adobe_Prod_965_Version_5_Suite,2023-01-06,C2895,8,420.19,Authorized Retailer,Asia,13.1,4,4,1,1,6,613,Direct Search,10,PayPal,Other,7,24
SN-PVTEMB3,7QT71G,Adobe_7QT71G_Suite,2023-03-15,C8211,4,148.93,Unknown Vendor,Europe,22.95,10,1,19,8,14,331,Word of Mouth,2,Cryptocurrency,Other,13,6
SN-84NEGJI7,Adobe_Prod_371_Version_9,Adobe_Adobe_Prod_371_Version_9_Suite,2023-02-05,C9077,7,344.64,Unknown Vendor,Africa,8.05,4,5,2,3,6,462,Email Marketing,9,PayPal,Other,9,24
SN-TT42XMS,W952TR,Adobe_W952TR_Suite,2023-05-20,C1371,10,117.84,Third-party Retailer,North America,22.51,15,2,18,3,5,67,Social Media,4,Cryptocurrency,Not as described,20,6
SN-PPG9D9O,867095,Adobe_867095_Suite,2023-04-07,C2488,8,133.2,Third-party Retailer,North America,27.9,14,3,12,2,13,189,Social Media,2,Cryptocurrency,Other,10,6
SN-AXI4DW8M,Adobe_Prod_772_Version_6,Adobe_Adobe_Prod_772_Version_6_Suite,2023-01-19,C7395,3,317.41,Authorized Retailer,Asia,10.38,8,4,5,7,5,444,Direct Search,8,PayPal,Found cheaper,4,12
Sn-D42U9JWS,2BZYJO,Adobe_2BZYJO_Suite,2023-03-06,C6697,8,73.31,Direct Sales,Africa,24.8,16,2,14,2,4,158,Social Media,3,Cryptocurrency,Other,15,6
SN-487D0RLE,Adobe_Prod_133_Version_1,Adobe_Adobe_Prod_133_Version_1_Suite,2023-02-09,C6044,10,350.22,Unknown Vendor,Africa,10.18,1,5,1,2,5,704,Email Marketing,8,PayPal,Other,7,24
SN-KYZNCGG,LBEHX4,Adobe_LBEHX4_Suite,2023-10-26,C1175,7,55.13,Third-party Retailer,South America,21.26,13,2,19,8,10,171,Word of Mouth,5,Cryptocurrency,Other,20,6
Sn-78ZSMDE2,JDYP2R,Adobe_JDYP2R_Suite,2023-08-15,C6542,4,71.29,Third-party Retailer,South America,27.36,15,1,10,1,13,312,Social Media,3,Cryptocurrency,Other,12,6
SN-D7TMQC1B,Adobe_Prod_860_Version_5,Adobe_Adobe_Prod_860_Version_5_Suite,2023-07-04,C6134,9,429.2,Authorized Retailer,North America,12.43,4,4,5,7,4,602,Email Marketing,7,PayPal,Found cheaper,8,12
SN-GY5PGPN0,Adobe_Prod_282_Version_2,Adobe_Adobe_Prod_282_Version_2_Suite,2023-10-08,C6623,4,218.48,Authorized Retailer,Europe,13.48,5,4,4,3,2,563,Email Marketing,9,PayPal,Found cheaper,1,12
SN-5C9JQVQO,Adobe_Prod_454_Version_2,Adobe_Adobe_Prod_454_Version_2_Suite,2023-12-01,C3826,5,460.63,Authorized Retailer,Europe,13.21,9,5,1,9,2,398,Email Marketing,8,Credit Card,Other,7,12
SN-01MNULS4,Adobe_Prod_151_Version_2,Adobe_Adobe_Prod_151_Version_2_Suite,2023-03-26,C7548,8,321.87,Authorized Retailer,North America,12.19,2,4,2,8,1,605,Email Marketing,7,PayPal,Other,6,24
SN-BPC277XZ,Adobe_Prod_89_Version_2,Adobe_Adobe_Prod_89_Version_2_Suite,2023-05-18,C3478,6,431.03,Direct Sales,South America,6.0,1,5,4,2,1,713,Direct Search,6,PayPal,Other,4,12
SN-DO6M7H9S,Adobe_Prod_450_Version_2,Adobe_Adobe_Prod_450_Version_2_Suite,2023-03-31,C3760,1,451.29,Direct Sales,North America,5.94,6,5,1,8,3,422,Direct Search,6,Credit Card,Found cheaper,2,12
SN162P07M9S,D4HJ4H,Adobe_D4HJ4H_Suite,2023-12-26,C1605,8,139.34,Third-party Retailer,South America,25.19,20,1,19,2,10,166,Social Media,1,Cryptocurrency,Other,17,6
SN-WXYCHP7X,Adobe_Prod_703_Version_10,Adobe_Adobe_Prod_703_Version_10_Suite,2023-11-03,C8858,4,357.35,Direct Sales,Europe,9.97,5,4,2,8,1,499,Direct Search,8,PayPal,Other,7,12
Sn-SY41RS6S,RVUU1Y,Adobe_RVUU1Y_Suite,2023-10-16,C6892,3,96.63,Unknown Vendor,North America,23.18,13,1,17,1,9,104,Social Media,4,Cryptocurrency,Other,18,6
Sn-X2NXUY71,AW1C0T,Adobe_AW1C0T_Suite,2023-05-16,C7403,7,79.06,Third-party Retailer,Asia,29.03,11,2,15,8,11,209,Social Media,3,Cryptocurrency,Not as described,11,6
Sn-UK91J1P2,YL45EL,Adobe_YL45EL_Suite,2023-08-22,C3379,6,128.5,Unknown Vendor,Asia,26.21,19,1,18,7,5,244,Social Media,1,Cryptocurrency,Other,18,6
SN-9A27HITX,Adobe_Prod_821_Version_9,Adobe_Adobe_Prod_821_Version_9_Suite,2023-08-03,C6219,9,338.21,Direct Sales,Africa,10.24,10,5,2,1,3,709,Direct Search,9,Credit Card,Found cheaper,10,12
SNRWX39F133,3IPJWK,Adobe_3IPJWK_Suite,2023-09-30,C1350,10,116.72,Third-party Retailer,Europe,21.67,20,1,12,7,4,300,Social Media,5,Cryptocurrency,Other,14,6
SN17FVOI94Z,IENGD1,Adobe_IENGD1_Suite,2023-09-15,C3938,1,61.74,Third-party Retailer,North America,29.34,12,2,14,7,7,309,Social Media,1,Cryptocurrency,Other,11,6
SN-VC0FVV4,3KAKSK,Adobe_3KAKSK_Suite,2023-04-09,C7484,10,114.53,Third-party Retailer,South America,21.27,10,2,14,1,9,361,Word of Mouth,1,Cryptocurrency,Product malfunction,12,6
SNHBZ49N3FQ,B3AYWW,Adobe_B3AYWW_Suite,2023-08-31,C6736,7,126.86,Third-party Retailer,South America,26.13,11,3,16,3,7,304,Word of Mouth,1,Cryptocurrency,Not as described,19,6
Sn-3T7WMIDW,BIGH8Y,Adobe_BIGH8Y_Suite,2023-03-30,C8352,3,84.43,Third-party Retailer,Asia,25.81,14,1,11,1,9,232,Word of Mouth,4,Cryptocurrency,Not as described,18,6
SN-BJTKANZ,GJHMCW,Adobe_GJHMCW_Suite,2023-08-30,C1203,6,68.79,Direct Sales,Europe,22.66,18,2,10,7,6,169,Social Media,1,Cryptocurrency,Other,18,6
SN-Z1VRAWBW,Adobe_Prod_890_Version_7,Adobe_Adobe_Prod_890_Version_7_Suite,2023-11-22,C1498,9,278.68,Authorized Retailer,South America,12.42,10,5,2,3,6,487,Direct Search,6,PayPal,Other,10,24
SN-23WS19YN,Adobe_Prod_629_Version_2,Adobe_Adobe_Prod_629_Version_2_Suite,2023-11-22,C1753,2,235.66,Authorized Retailer,Africa,13.47,1,4,1,3,7,716,Email Marketing,6,PayPal,Found cheaper,9,24
SNSPKLRC89E,RNX6IV,Adobe_RNX6IV_Suite,2023-08-09,C3154,5,71.94,Unknown Vendor,North America,21.31,12,2,18,3,4,97,Social Media,1,Cryptocurrency,Product malfunction,11,6
Sn-DT0W54XS,EDS6RL,Adobe_EDS6RL_Suite,2023-09-17,C6669,5,56.02,Unknown Vendor,Europe,25.87,10,3,20,9,5,251,Word of Mouth,5,Cryptocurrency,Product malfunction,14,6
SN-WSG9J3W8,Adobe_Prod_64_Version_10,Adobe_Adobe_Prod_64_Version_10_Suite,2023-03-17,C1351,6,295.22,Direct Sales,Asia,12.39,4,5,1,7,2,503,Email Marketing,8,PayPal,Other,6,12
SN-F9APZQ2,E4JG6V,Adobe_E4JG6V_Suite,2023-11-25,C2855,7,50.29,Unknown Vendor,Europe,23.91,18,1,15,2,9,306,Social Media,1,Cryptocurrency,Product malfunction,15,6
SN-5Y38FYTO,Adobe_Prod_346_Version_2,Adobe_Adobe_Prod_346_Version_2_Suite,2023-07-26,C9377,5,368.93,Direct Sales,Asia,12.56,2,5,5,9,6,665,Direct Search,8,Credit Card,Other,3,12
SN-BSAJZUVA,Adobe_Prod_981_Version_10,Adobe_Adobe_Prod_981_Version_10_Suite,2023-04-16,C4408,10,333.87,Authorized Retailer,North America,11.2,10,4,1,1,7,418,Email Marketing,10,Credit Card,Other,5,24
Sn-RZ8N7KHW,AO9I4F,Adobe_AO9I4F_Suite,2023-07-10,C2983,2,62.97,Direct Sales,Europe,22.68,13,2,12,8,15,281,Social Media,2,Cryptocurrency,Not as described,19,6
SN-U4ATPQ8O,Adobe_Prod_379_Version_7,Adobe_Adobe_Prod_379_Version_7_Suite,2023-11-29,C8839,2,331.29,Unknown Vendor,Asia,7.23,3,5,2,2,2,524,Email Marketing,9,PayPal,Found cheaper,2,24
SNULT3XKDZW,TU2TD6,Adobe_TU2TD6_Suite,2023-08-26,C8715,1,149.98,Third-party Retailer,Europe,20.12,13,1,17,3,15,157,Social Media,4,Cryptocurrency,Product malfunction,19,6
SNRE6YJU5M3,GQ5M4W,Adobe_GQ5M4W_Suite,2023-12-23,C1807,8,126.33,Third-party Retailer,Africa,29.42,19,1,12,1,11,84,Social Media,2,Cryptocurrency,Not as described,10,6
SNS1Q1L7WT4,4N1MSB,Adobe_4N1MSB_Suite,2023-03-28,C2832,7,122.61,Authorized Retailer,North America,26.64,14,2,15,2,4,127,Word of Mouth,4,Cryptocurrency,Product malfunction,19,6
SN-R5KGMDH,RGMZQA,Adobe_RGMZQA_Suite,2023-04-14,C2099,8,74.45,Third-party Retailer,South America,26.34,20,2,15,9,5,193,Social Media,5,Cryptocurrency,Product malfunction,16,6
SN24E4BRTUK,8QVD52,Adobe_8QVD52_Suite,2023-01-26,C1029,7,56.66,Unknown Vendor,Asia,21.65,12,1,10,1,10,78,Social Media,1,Cryptocurrency,Not as described,15,6
SN-N39K8OJE,Adobe_Prod_352_Version_2,Adobe_Adobe_Prod_352_Version_2_Suite,2023-10-23,C3230,9,321.46,Authorized Retailer,North America,9.28,1,4,5,3,5,531,Direct Search,9,PayPal,Found cheaper,8,24
SN-06YB1UW,HB4Q56,Adobe_HB4Q56_Suite,2023-06-05,C7136,4,141.97,Authorized Retailer,Africa,26.62,18,2,10,1,9,322,Word of Mouth,4,Cryptocurrency,Other,16,6
SN-7TE5IRRQ,Adobe_Prod_524_Version_5,Adobe_Adobe_Prod_524_Version_5_Suite,2023-09-03,C6545,7,408.12,Direct Sales,North America,5.15,4,4,1,8,4,381,Direct Search,7,PayPal,Other,6,24
SN-BMUQW20,WXG94Z,Adobe_WXG94Z_Suite,2023-12-07,C7176,1,94.47,Unknown Vendor,Europe,26.59,12,1,16,2,9,351,Word of Mouth,5,Cryptocurrency,Product malfunction,20,6
SNMEY8JR6XT,40OJIE,Adobe_40OJIE_Suite,2023-07-08,C7200,1,55.31,Unknown Vendor,Europe,27.67,15,2,17,9,13,125,Word of Mouth,4,Cryptocurrency,Product malfunction,16,6
SN-DURWWR78,Adobe_Prod_863_Version_3,Adobe_Adobe_Prod_863_Version_3_Suite,2023-02-20,C5364,2,293.69,Authorized Retailer,Asia,9.14,10,4,1,1,5,536,Direct Search,9,PayPal,Found cheaper,8,12
SN-AFAZ8VMY,Adobe_Prod_223_Version_2,Adobe_Adobe_Prod_223_Version_2_Suite,2023-04-09,C6371,2,344.76,Third-party Retailer,North America,10.15,3,4,3,3,7,606,Email Marketing,9,Credit Card,Other,4,24
SN-6ZBUKD2S,Adobe_Prod_234_Version_8,Adobe_Adobe_Prod_234_Version_8_Suite,2023-08-14,C9900,8,467.13,Authorized Retailer,North America,8.66,5,4,2,2,2,421,Direct Search,9,PayPal,Found cheaper,2,12
SN-GJ1DKJP8,Adobe_Prod_777_Version_4,Adobe_Adobe_Prod_777_Version_4_Suite,2023-07-23,C6842,4,405.96,Third-party Retailer,South America,11.52,4,4,3,8,4,578,Direct Search,6,PayPal,Other,4,12
Sn-FBNJIH84,RLXFXQ,Adobe_RLXFXQ_Suite,2023-09-13,C6083,7,80.82,Third-party Retailer,Europe,27.08,10,3,18,2,3,241,Social Media,5,Cryptocurrency,Not as described,10,6
SN-7AYQ2KO,YW53M8,Adobe_YW53M8_Suite,2023-08-18,C2137,10,62.54,Unknown Vendor,Asia,28.66,16,3,11,7,7,108,Word of Mouth,3,Cryptocurrency,Not as described,12,6
SN-JLFGD3J1,Adobe_Prod_326_Version_2,Adobe_Adobe_Prod_326_Version_2_Suite,2023-12-02,C5284,1,231.61,Direct Sales,Africa,7.41,5,4,3,9,1,678,Direct Search,10,Credit Card,Other,5,24
SN-I96E8ZKE,Adobe_Prod_14_Version_3,Adobe_Adobe_Prod_14_Version_3_Suite,2023-05-26,C4406,7,315.36,Authorized Retailer,Asia,11.66,3,5,5,9,1,557,Email Marketing,9,Credit Card,Other,10,12
Sn-UU1ZIMRN,U6Y1PV,Adobe_U6Y1PV_Suite,2023-08-31,C4382,2,119.25,Third-party Retailer,North America,23.03,19,2,12,9,13,357,Social Media,5,Cryptocurrency,Other,16,6
SN-KTBPTG40,Adobe_Prod_88_Version_1,Adobe_Adobe_Prod_88_Version_1_Suite,2023-06-29,C2969,7,257.69,Authorized Retailer,North America,11.82,7,5,1,9,7,712,Email Marketing,9,Credit Card,Found cheaper,5,24
SN-GIG5SGG8,Adobe_Prod_911_Version_8,Adobe_Adobe_Prod_911_Version_8_Suite,2023-12-31,C7703,10,425.41,Direct Sales,Asia,6.63,3,4,2,2,3,577,Direct Search,9,Credit Card,Found cheaper,9,24
SN-WC51NCK6,Adobe_Prod_368_Version_9,Adobe_Adobe_Prod_368_Version_9_Suite,2023-07-25,C6548,9,260.53,Direct Sales,South America,7.43,5,5,2,7,5,510,Direct Search,10,Credit Card,Found cheaper,3,24
SN-YH4G7349,Adobe_Prod_572_Version_9,Adobe_Adobe_Prod_572_Version_9_Suite,2023-09-14,C3862,8,497.44,Direct Sales,Africa,8.13,2,5,2,9,2,391,Email Marketing,7,PayPal,Other,4,12
SN-X5QEXUI4,Adobe_Prod_908_Version_1,Adobe_Adobe_Prod_908_Version_1_Suite,2023-10-29,C5536,2,213.09,Direct Sales,Europe,11.42,8,5,2,3,4,714,Direct Search,6,PayPal,Found cheaper,4,24
SN-PGCS2F5H,Adobe_Prod_329_Version_4,Adobe_Adobe_Prod_329_Version_4_Suite,2023-06-28,C4148,7,397.73,Direct Sales,Europe,7.37,2,4,4,2,5,603,Email Marketing,7,PayPal,Found cheaper,8,24
SNOH2LRKZH7,K8AOLF,Adobe_K8AOLF_Suite,2023-10-07,C9991,8,117.4,Third-party Retailer,South America,22.07,19,1,18,1,7,227,Word of Mouth,4,Cryptocurrency,Product malfunction,13,6
SN-SJI7WHKA,Adobe_Prod_186_Version_4,Adobe_Adobe_Prod_186_Version_4_Suite,2023-07-15,C2852,3,380.11,Direct Sales,North America,14.71,1,5,1,1,1,528,Email Marketing,8,Credit Card,Found cheaper,6,12
SN-MKWV91OG,Adobe_Prod_135_Version_3,Adobe_Adobe_Prod_135_Version_3_Suite,2023-07-18,C5298,9,447.47,Direct Sales,Europe,12.8,6,4,3,7,2,623,Email Marketing,7,Credit Card,Other,8,24
SN-HQ5ZJDQ7,Adobe_Prod_625_Version_1,Adobe_Adobe_Prod_625_Version_1_Suite,2023-07-24,C9248,10,294.89,Authorized Retailer,Africa,14.42,5,5,3,3,4,552,Direct Search,10,Credit Card,Found cheaper,5,12
SN-ZCO22ZY0,Adobe_Prod_711_Version_1,Adobe_Adobe_Prod_711_Version_1_Suite,2023-12-19,C1841,2,246.35,Authorized Retailer,South America,9.18,4,5,1,9,2,432,Email Marketing,9,PayPal,Found cheaper,10,24
SN-6LVLTNJ2,Adobe_Prod_573_Version_5,Adobe_Adobe_Prod_573_Version_5_Suite,2023-09-30,C6778,6,434.29,Direct Sales,South America,6.95,2,4,2,7,1,676,Direct Search,8,PayPal,Other,5,24
SN-YNUSX52,OZCC13,Adobe_OZCC13_Suite,2023-01-05,C7930,10,83.3,Third-party Retailer,North America,27.92,13,1,14,1,2,166,Social Media,3,Cryptocurrency,Not as described,16,6
SN-G6SIR42,D0QH4T,Adobe_D0QH4T_Suite,2023-11-30,C1923,6,75.78,Third-party Retailer,South America,21.53,15,2,17,7,15,244,Word of Mouth,1,Cryptocurrency,Other,20,6
SNIJY3GOXJS,PAEZAI,Adobe_PAEZAI_Suite,2023-12-16,C9119,4,146.63,Unknown Vendor,South America,29.95,15,1,14,2,6,175,Social Media,2,Cryptocurrency,Product malfunction,20,6
SN-8CDQV55P,Adobe_Prod_634_Version_6,Adobe_Adobe_Prod_634_Version_6_Suite,2023-10-09,C4932,10,338.29,Direct Sales,Asia,7.73,6,4,4,8,5,552,Email Marketing,10,Credit Card,Found cheaper,1,24
SN-LG96RSAW,Adobe_Prod_593_Version_9,Adobe_Adobe_Prod_593_Version_9_Suite,2023-03-23,C7689,5,322.14,Direct Sales,Europe,10.13,3,4,2,2,2,690,Email Marketing,8,Credit Card,Other,5,24
SN-OYL988U1,Adobe_Prod_432_Version_4,Adobe_Adobe_Prod_432_Version_4_Suite,2023-06-11,C8453,8,346.69,Unknown Vendor,North America,11.16,1,4,4,8,4,485,Email Marketing,7,Credit Card,Other,2,12
SN-OTV22L39,Adobe_Prod_443_Version_6,Adobe_Adobe_Prod_443_Version_6_Suite,2023-04-22,C5501,5,498.48,Authorized Retailer,North America,6.99,3,5,2,1,1,543,Direct Search,7,PayPal,Other,6,24
SN-QM4EJGPW,Adobe_Prod_497_Version_1,Adobe_Adobe_Prod_497_Version_1_Suite,2023-12-21,C1003,3,324.51,Direct Sales,South America,8.54,8,5,5,9,5,710,Email Marketing,8,PayPal,Other,2,12
SN-6U2KVL7W,Adobe_Prod_856_Version_2,Adobe_Adobe_Prod_856_Version_2_Suite,2023-08-08,C2192,6,461.43,Authorized Retailer,North America,7.32,10,4,3,9,3,371,Email Marketing,6,Credit Card,Found cheaper,10,24
SN-H73K7EW6,Adobe_Prod_447_Version_7,Adobe_Adobe_Prod_447_Version_7_Suite,2023-05-30,C9507,6,320.15,Third-party Retailer,Europe,10.89,5,5,4,9,4,485,Direct Search,7,Credit Card,Other,1,12
